"","Description","Symbol","pvalue","Pval.Test","fold","Fold.Test"
"1426371_at","fatty acyl CoA reductase 1","Far1",5.60199771045123e-08,TRUE,-1.36776431798122,TRUE
"1426373_at","ski sarcoma viral oncogene homolog (avian)","Ski",2.03189491772509e-09,TRUE,1.89939474248598,TRUE
"1426374_at","mitochondrial fission regulator 1-like","Mtfr1l",2.99919358429554e-08,TRUE,1.04211835780016,TRUE
"1426379_at","eukaryotic translation initiation factor 4B","Eif4b",4.65028020882949e-05,TRUE,2.09775504883414,TRUE
"1426386_at","ribosomal protein L7-like 1","Rpl7l1",3.49944740142567e-08,TRUE,2.10008669811151,TRUE
"1426387_x_at","phosphatidylserine decarboxylase///phosphatidylserine decarboxylase, pseudogene 1///proline rich 14-like///phosphatidylserine decarboxylase, pseudogene 3","Pisd///Pisd-ps1///Prr14l///Pisd-ps3",6.57580522055898e-06,TRUE,2.77914806176315,TRUE
"1426389_at","calcium/calmodulin-dependent protein kinase ID","Camk1d",2.83490077560075e-07,TRUE,-1.49865469166931,TRUE
"1426394_at","eukaryotic translation initiation factor 3, subunit J1","Eif3j1",3.64410836046081e-07,TRUE,1.34389151959033,TRUE
"1426397_at","transforming growth factor, beta receptor II","Tgfbr2",0.00969262400350588,TRUE,-1.57292608883143,TRUE
"1426398_at","ubiquitin-conjugating enzyme E2W (putative)","Ube2w",1.77240745008008e-06,TRUE,2.35141835022762,TRUE
"1426400_a_at","calpain, small subunit 1","Capns1",2.90900979807513e-09,TRUE,1.82726261861191,TRUE
"1426402_at","synaptotagmin binding, cytoplasmic RNA interacting protein","Syncrip",0.00041698883365465,TRUE,1.4278908840679,TRUE
"1426404_a_at","ring finger protein 11","Rnf11",0.00179047374042037,TRUE,1.91008742739606,TRUE
"1426406_at","SET domain containing (lysine methyltransferase) 8","Setd8",1.5062975669914e-12,TRUE,-1.49617941189619,TRUE
"1426408_at","CUGBP, Elav-like family member 1","Celf1",3.43487715048398e-05,TRUE,-1.58999344376614,TRUE
"1426409_at","leucine zipper, putative tumor suppressor 2","Lzts2",4.65981509684225e-09,TRUE,1.79571822260526,TRUE
"1426411_a_at","spermatid perinuclear RNA binding protein","Strbp",1.96449402299297e-05,TRUE,-1.07760741172297,TRUE
"1426422_at","coiled-coil and C2 domain containing 1A","Cc2d1a",4.72770677564315e-10,TRUE,1.34990723725562,TRUE
"1426423_at","serine hydroxymethyltransferase 2 (mitochondrial)","Shmt2",0.00019388241881941,TRUE,-1.1468002693749,TRUE
"1426424_at","SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)","Sugt1",1.95546138025552e-06,TRUE,-1.0787901302794,TRUE
"1426427_at","tubulin tyrosine ligase-like 1","Ttll1",1.28769328357987e-09,TRUE,2.83192027972468,TRUE
"1426428_at","THAP domain containing 7","Thap7",1.36543692043093e-09,TRUE,2.56863509440622,TRUE
"1426431_at","jagged 2","Jag2",4.09545873761088e-05,TRUE,1.63879096340364,TRUE
"1426432_a_at","solute carrier family 4 (anion exchanger), member 4","Slc4a4",0.00241738775234011,TRUE,-1.99618612965919,TRUE
"1426442_at","glycoprotein m6a","Gpm6a",9.93034277947149e-06,TRUE,-1.55046332491247,TRUE
"1426443_at","rhomboid domain containing 2","Rhbdd2",5.63969684760391e-07,TRUE,1.8885034080792,TRUE
"1426446_at","RIKEN cDNA 6430548M08 gene","6430548M08Rik",0.0138666650105737,TRUE,-1.08868894356919,TRUE
"1426448_at","praja1, RING-H2 motif containing","Pja1",2.91090840471354e-10,TRUE,3.90445067203155,TRUE
"1426449_a_at","praja1, RING-H2 motif containing","Pja1",7.69891098051677e-08,TRUE,1.70381338341465,TRUE
"1426453_at","pitrilysin metallepetidase 1","Pitrm1",6.7029878520027e-10,TRUE,3.25412310303381,TRUE
"1426454_at","Rho, GDP dissociation inhibitor (GDI) beta","Arhgdib",0.0121400704644907,TRUE,-1.13312011709414,TRUE
"1426455_at","CWC27 spliceosome-associated protein homolog (S. cerevisiae)","Cwc27",1.75330289053177e-08,TRUE,1.90080360646227,TRUE
"1426456_a_at","protein inhibitor of activated STAT 2","Pias2",2.19185054755024e-14,TRUE,1.29901659548021,TRUE
"1426457_at","sarcolemma associated protein","Slmap",0.000201285248292907,TRUE,-1.07555955554804,TRUE
"1426462_at","gephyrin","Gphn",3.50201058161595e-07,TRUE,1.14506396533881,TRUE
"1426464_at","nuclear receptor subfamily 1, group D, member 1","Nr1d1",1.30625646149958e-07,TRUE,3.88006794721132,TRUE
"1426467_s_at","RIKEN cDNA 0610037L13 gene","0610037L13Rik",1.86637162847031e-07,TRUE,3.67861053363069,TRUE
"1426473_at","DnaJ (Hsp40) homolog, subfamily C, member 9","Dnajc9",1.3179560690928e-10,TRUE,1.55537676625837,TRUE
"1426475_at","hydroxymethylbilane synthase","Hmbs",7.6969331642444e-06,TRUE,2.91041316918127,TRUE
"1426477_at","RAS p21 protein activator 1","Rasa1",3.59580053623131e-10,TRUE,-1.52893440727284,TRUE
"1426478_at","RAS p21 protein activator 1","Rasa1",1.11946979000444e-06,TRUE,-1.41026438273187,TRUE
"1426479_a_at","canopy 3 homolog (zebrafish)","Cnpy3",0.00106872274420084,TRUE,1.48933146773668,TRUE
"1426484_at","UBX domain protein 4","Ubxn4",1.40481578370943e-08,TRUE,-1.52024457625919,TRUE
"1426485_at","UBX domain protein 4","Ubxn4",5.07328340317431e-10,TRUE,-1.18903237372273,TRUE
"1426488_at","bifunctional apoptosis regulator","Bfar",1.39244063932521e-09,TRUE,1.20099466559412,TRUE
"1426489_s_at","bifunctional apoptosis regulator","Bfar",1.21153193812493e-09,TRUE,2.94602308117316,TRUE
"1426494_at","tRNA methyltransferase 10B","Trmt10b",7.39112279141245e-10,TRUE,3.67588652620405,TRUE
"1426499_at","SH3-domain GRB2-like endophilin B2","Sh3glb2",6.53496221942579e-12,TRUE,1.58995119208319,TRUE
"1426500_at","isoprenylcysteine carboxyl methyltransferase","Icmt",0.000441861648452583,TRUE,-1.29324267285542,TRUE
"1426503_a_at","ring finger protein 121","Rnf121",1.41540464973491e-06,TRUE,4.633741141552,TRUE
"1426504_a_at","ring finger protein 121","Rnf121",5.12249974853566e-06,TRUE,2.14304608564188,TRUE
"1426505_at","ecotropic viral integration site 2b","Evi2b",0.000394113299092114,TRUE,-1.00475785483276,TRUE
"1426513_at","RNA binding motif protein 28","Rbm28",0.0249121891562018,TRUE,1.32547285933552,TRUE
"1426517_at","guanine nucleotide binding protein, alpha z subunit","Gnaz",5.21864478354719e-06,TRUE,-1.52560753019552,TRUE
"1426521_at","RIKEN cDNA D230025D16 gene","D230025D16Rik",9.49449209271541e-10,TRUE,1.79888344786121,TRUE
"1426523_a_at","glucosamine-6-phosphate deaminase 2","Gnpda2",5.25680329755588e-08,TRUE,-1.13701244338929,TRUE
"1426525_at","AT rich interactive domain 2 (ARID, RFX-like)","Arid2",1.25197298494575e-13,TRUE,-1.43426280619866,TRUE
"1426527_at","target of EGR1, member 1 (nuclear)","Toe1",6.18840073597561e-06,TRUE,3.07608851486809,TRUE
"1426530_a_at","kelch-like 5","Klhl5",0.0125534918839948,TRUE,-1.01397440554991,TRUE
"1426531_at","zinc finger, MYND domain containing 11","Zmynd11",0.000146556809708259,TRUE,-1.10113820724256,TRUE
"1426533_at","NOP56 ribonucleoprotein","Nop56",0.00014511328865966,TRUE,-1.26495052827646,TRUE
"1426535_at","protein O-glucosyltransferase 1","Poglut1",5.62643783837079e-06,TRUE,2.88499080393253,TRUE
"1426538_a_at","transformation related protein 53","Trp53",0.00214109236269464,TRUE,-1.67925496779093,TRUE
"1426539_at","ubiquitin specific peptidase 11","Usp11",1.82008088330015e-08,TRUE,1.08316287761742,TRUE
"1426540_at","endonuclease domain containing 1","Endod1",7.6078479392692e-06,TRUE,1.01005605633335,TRUE
"1426545_at","trinucleotide repeat containing 6b","Tnrc6b",2.17696937544393e-05,TRUE,-1.00686563354734,TRUE
"1426548_a_at","ATP binding domain 4","Atpbd4",2.54704528409642e-11,TRUE,-1.16742709219455,TRUE
"1426550_at","SID1 transmembrane family, member 1","Sidt1",6.49310691757108e-07,TRUE,-2.46263598481162,TRUE
"1426553_at","DnaJ (Hsp40) homolog, subfamily C, member 14","Dnajc14",6.55957880418393e-09,TRUE,2.98080659288513,TRUE
"1426556_at","zinc finger protein 280D","Zfp280d",0.000542504549967857,TRUE,-1.00137402455811,TRUE
"1426558_x_at","predicted gene 14295///RIKEN cDNA 0610010B08 gene///predicted gene 14419","Gm14295///0610010B08Rik///Gm14419",3.85851606477562e-09,TRUE,2.19541920561297,TRUE
"1426562_a_at","olfactomedin 1","Olfm1",2.14070203266845e-06,TRUE,-1.68098142063283,TRUE
"1426572_at","malic enzyme 2, NAD(+)-dependent, mitochondrial","Me2",7.99501719648403e-07,TRUE,2.02703687676295,TRUE
"1426574_a_at","adducin 3 (gamma)","Add3",1.27666326658104e-09,TRUE,-1.05778259976355,TRUE
"1426577_a_at","lin-37 homolog (C. elegans)","Lin37",7.59018673778308e-06,TRUE,1.06499539966478,TRUE
"1426579_at","guanine nucleotide binding protein-like 2 (nucleolar)","Gnl2",1.78878277805467e-05,TRUE,1.01865910155125,TRUE
"1426582_at","activating transcription factor 2","Atf2",2.24094437138327e-09,TRUE,-1.23683595451199,TRUE
"1426583_at","activating transcription factor 2","Atf2",1.50071862264999e-06,TRUE,-1.36677286931106,TRUE
"1426584_a_at","sorbitol dehydrogenase","Sord",7.09767637798511e-05,TRUE,-1.01025450094914,TRUE
"1426586_at","solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11","Slc25a11",7.2655962670124e-06,TRUE,1.09266440987173,TRUE
"1426587_a_at","signal transducer and activator of transcription 3","Stat3",0.0017993052472755,TRUE,-1.34572858846033,TRUE
"1426596_a_at","survival motor neuron 1","Smn1",7.9689665111823e-09,TRUE,-1.59068410959324,TRUE
"1426597_s_at","intermediate filament family orphan 2","Iffo2",8.39537285671557e-05,TRUE,-1.01346924814392,TRUE
"1426599_a_at","solute carrier family 2 (facilitated glucose transporter), member 1","Slc2a1",2.97772852438765e-08,TRUE,1.26784805461943,TRUE
"1426602_at","v-raf murine sarcoma 3611 viral oncogene homolog","Araf",3.8566585555882e-05,TRUE,1.20687563877023,TRUE
"1426607_at","predicted gene 7120","Gm7120",1.7163161783172e-06,TRUE,1.39076076484794,TRUE
"1426609_at","DIS3 mitotic control homolog (S. cerevisiae)","Dis3",7.52714790845637e-10,TRUE,5.43914661529899,TRUE
"1426611_at","proteasome (prosome, macropain) 26S subunit, ATPase 2","Psmc2",1.79164785826755e-09,TRUE,2.45738769621662,TRUE
"1426612_at","timeless interacting protein","Tipin",7.32401290913648e-06,TRUE,-1.03823840828242,TRUE
"1426613_a_at","U2 small nuclear ribonucleoprotein B","Snrpb2",9.76244783794524e-07,TRUE,-1.26628472384156,TRUE
"1426615_s_at","N-myc downstream regulated gene 4","Ndrg4",2.54398805423418e-13,TRUE,2.24766480039495,TRUE
"1426616_at","TLC domain containing 1","Tlcd1",1.69507454730065e-05,TRUE,1.539137224341,TRUE
"1426621_a_at","protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform","Ppp2r2b",1.88767303400449e-08,TRUE,2.85700046953687,TRUE
"1426626_at","general transcription factor IIF, polypeptide 2","Gtf2f2",1.22813488108319e-11,TRUE,2.32270035387411,TRUE
"1426628_at","transmembrane protein 184C","Tmem184c",1.380417935615e-07,TRUE,-1.44465012575275,TRUE
"1426629_at","DEAH (Asp-Glu-Ala-His) box polypeptide 8","Dhx8",2.31548913523943e-08,TRUE,3.14412602896229,TRUE
"1426631_at","pseudouridylate synthase 7 homolog (S. cerevisiae)","Pus7",0.000128633157508419,TRUE,-1.16833214428885,TRUE
"1426633_s_at","potassium channel tetramerisation domain containing 14","Kctd14",0.00253011644636462,TRUE,2.92251557086709,TRUE
"1426643_at","elongator acetyltransferase complex subunit 3","Elp3",2.90816190031828e-09,TRUE,4.78769026930746,TRUE
"1426644_at","TBC1 domain family, member 20","Tbc1d20",6.88817829792180e-10,TRUE,2.14164968109506,TRUE
"1426646_at","small integral membrane protein 7","Smim7",1.22792187205909e-08,TRUE,1.94860340633787,TRUE
"1426654_at","zinc finger, C3HC type 1","Zc3hc1",9.5059416229246e-05,TRUE,2.18614652501102,TRUE
"1426657_s_at","3-phosphoglycerate dehydrogenase pseudogene///3-phosphoglycerate dehydrogenase","Gm8096///Phgdh",5.98780821548503e-06,TRUE,5.55249504404675,TRUE
"1426658_x_at","3-phosphoglycerate dehydrogenase","Phgdh",4.54234006677682e-08,TRUE,1.11056149683772,TRUE
"1426659_a_at","ribosomal protein L23A","Rpl23a",1.31186354527453e-08,TRUE,3.75462551246461,TRUE
"1426660_x_at","ribosomal protein L23A","Rpl23a",9.7727164533568e-09,TRUE,3.91984886954128,TRUE
"1426661_at","ribosomal protein L27A","Rpl27a",1.05077213332176e-07,TRUE,2.55333172131141,TRUE
"1426662_at","cytidine monophospho-N-acetylneuraminic acid synthetase","Cmas",5.65579438141399e-07,TRUE,-1.01387187827208,TRUE
"1426665_at","katanin p80 (WD40-containing) subunit B 1","Katnb1",1.69010659197933e-07,TRUE,2.06327871771478,TRUE
"1426667_a_at","Sad1 and UNC84 domain containing 1","Sun1",3.68098679908351e-05,TRUE,-1.2017031787771,TRUE
"1426670_at","agrin","Agrn",0.000852775840537587,TRUE,-2.34143006892869,TRUE
"1426674_at","eukaryotic translation initiation factor 3, subunit B","Eif3b",2.78586104578039e-09,TRUE,1.92802805105515,TRUE
"1426676_s_at","translocase of outer mitochondrial membrane 70 homolog A (yeast)","Tomm70a",2.30838356523627e-09,TRUE,1.98628265461046,TRUE
"1426679_at","zinc finger protein 706","Zfp706",3.33829159539481e-06,TRUE,-1.15794074580894,TRUE
"1426685_a_at","CCR4-NOT transcription complex, subunit 6","Cnot6",1.46730116813561e-07,TRUE,-1.63712970054623,TRUE
"1426690_a_at","sterol regulatory element binding transcription factor 1","Srebf1",1.19340681293388e-09,TRUE,2.26623306513618,TRUE
"1426691_at","tight junction associated protein 1","Tjap1",3.8346754069164e-10,TRUE,-1.33081166337941,TRUE
"1426694_at","RIKEN cDNA 9030624J02 gene","9030624J02Rik",2.81361530644028e-07,TRUE,2.94372738490117,TRUE
"1426696_at","low density lipoprotein receptor-related protein associated protein 1","Lrpap1",5.31707129015117e-06,TRUE,2.90543627562046,TRUE
"1426699_at","expressed sequence AU040320","AU040320",0.00341220220649375,TRUE,-1.45985789860651,TRUE
"1426700_a_at","PAN2 polyA specific ribonuclease subunit homolog (S. cerevisiae)","Pan2",5.29885060539892e-07,TRUE,-1.28728593683678,TRUE
"1426702_at","family with sequence similarity 160, member A2","Fam160a2",0.000349940005850684,TRUE,-1.31780708984072,TRUE
"1426706_s_at","xylulokinase homolog (H. influenzae)","Xylb",0.000104535486404495,TRUE,1.42641848305297,TRUE
"1426709_a_at","ubiquitin specific peptidase 33","Usp33",6.77331678267521e-09,TRUE,-1.00353882114376,TRUE
"1426711_at","transmembrane and coiled-coil domains 3","Tmco3",1.01023289476055e-12,TRUE,-1.42187782151911,TRUE
"1426713_s_at","glutamyl-prolyl-tRNA synthetase","Eprs",1.93830318484873e-11,TRUE,-1.73662273947775,TRUE
"1426716_at","tudor domain containing 7","Tdrd7",3.86672326825696e-10,TRUE,3.22073884246493,TRUE
"1426718_at","superkiller viralicidic activity 2-like 2 (S. cerevisiae)","Skiv2l2",1.76821200901085e-06,TRUE,2.75914369599159,TRUE
"1426719_at","amyloid beta (A4) precursor protein-binding, family B, member 2","Apbb2",6.79973287778146e-05,TRUE,-1.04538682414353,TRUE
"1426720_at","amyloid beta (A4) precursor protein-binding, family B, member 2","Apbb2",6.55516267489089e-06,TRUE,1.49808995589437,TRUE
"1426728_x_at","phosphatidylserine synthase 2","Ptdss2",4.71465165933385e-08,TRUE,1.64797730636681,TRUE
"1426742_at","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1","Atp5f1",2.00026241564797e-10,TRUE,1.39883199494447,TRUE
"1426745_at","ribonuclease, RNase K","Rnasek",1.1979872830587e-06,TRUE,3.46620625451496,TRUE
"1426747_at","ATP-binding cassette, sub-family F (GCN20), member 3","Abcf3",3.94840767649148e-09,TRUE,2.07699312622089,TRUE
"1426750_at","filamin, beta","Flnb",5.3766263955871e-06,TRUE,-1.29023959715555,TRUE
"1426755_at","cytoskeleton-associated protein 4","Ckap4",0.00442476020291951,TRUE,-1.37805148846282,TRUE
"1426759_at","mitogen-activated protein kinase kinase kinase kinase 3","Map4k3",3.21709664916262e-05,TRUE,-1.02854127807436,TRUE
"1426760_at","importin 8","Ipo8",1.91291343619666e-06,TRUE,-1.00625804828673,TRUE
"1426765_at","COMM domain containing 7","Commd7",4.13016805160201e-08,TRUE,1.54988091297265,TRUE
"1426769_s_at","mastermind like 1 (Drosophila)","Maml1",5.88280942496219e-12,TRUE,-1.17573622652616,TRUE
"1426777_a_at","Wiskott-Aldrich syndrome-like (human)","Wasl",2.46432029026272e-05,TRUE,-1.38772647924803,TRUE
"1426778_at","dystroglycan 1","Dag1",1.11541609551058e-10,TRUE,-1.11445803279615,TRUE
"1426781_at","tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)","Tyw1",6.35236784644441e-08,TRUE,2.59598476583683,TRUE
"1426786_s_at","DEAH (Asp-Glu-Ala-His) box polypeptide 38","Dhx38",0.00103546476105234,TRUE,2.56273126178043,TRUE
"1426793_a_at","ribosomal protein L14, pseudogene 1///ribosomal protein L14","Rpl14-ps1///Rpl14",7.35415537259667e-12,TRUE,2.12698939081965,TRUE
"1426795_at","protein tyrosine phosphatase, receptor type, S","Ptprs",0.0413875162775193,TRUE,-1.3197057089036,TRUE
"1426804_at","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","Smarca4",1.66329877895706e-08,TRUE,1.23344522343692,TRUE
"1426805_at","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","Smarca4",1.59447758164407e-08,TRUE,-1.94429140694346,TRUE
"1426810_at","lysine (K)-specific demethylase 3A","Kdm3a",0.000108115144910497,TRUE,-1.12953875399001,TRUE
"1426813_at","LTV1 homolog (S. cerevisiae)","Ltv1",4.88335235389581e-05,TRUE,1.0239912949047,TRUE
"1426821_at","component of oligomeric golgi complex 8","Cog8",5.64975904371816e-10,TRUE,3.89586856356863,TRUE
"1426824_at","proteasome (prosome, macropain) activator subunit 4","Psme4",1.52439361719972e-08,TRUE,-1.27461701992485,TRUE
"1426825_at","formin-like 3","Fmnl3",8.81303825337699e-05,TRUE,1.38491814035866,TRUE
"1426826_at","SR-related CTD-associated factor 8","Scaf8",0.00010465317958359,TRUE,-1.03974157371247,TRUE
"1426827_at","YTH domain containing 1","Ythdc1",0.00186078072019084,TRUE,-1.34609775191829,TRUE
"1426828_at","VPS9 domain containing 1","Vps9d1",2.86439387496495e-09,TRUE,2.16307167343844,TRUE
"1426829_at","ubiquitin interaction motif containing 1","Uimc1",8.53539719153027e-06,TRUE,2.72902358180418,TRUE
"1426837_at","methionyl aminopeptidase 1","Metap1",2.97323684856253e-08,TRUE,1.43137526120046,TRUE
"1426838_at","polymerase (DNA-directed), delta 3, accessory subunit","Pold3",5.53987145407708e-08,TRUE,1.46871429470973,TRUE
"1426839_at","polymerase (DNA-directed), delta 3, accessory subunit","Pold3",3.64655389962412e-11,TRUE,4.50273470220142,TRUE
"1426841_at","YTH domain family 3","Ythdf3",8.76199636677049e-10,TRUE,-1.00972821139571,TRUE
"1426843_at","autophagy related 2A","Atg2a",4.99137737260047e-08,TRUE,1.32904636187092,TRUE
"1426846_at","centromere protein T","Cenpt",2.86824794748426e-07,TRUE,4.6652078142081,TRUE
"1426847_at","sirtuin 4 (silent mating type information regulation 2 homolog) 4 (S. cerevisiae)","Sirt4",0.000136676663148284,TRUE,-1.04036057686225,TRUE
"1426848_at","Sec24 related gene family, member B (S. cerevisiae)","Sec24b",2.14524800159659e-08,TRUE,2.41136464981791,TRUE
"1426862_at","aftiphilin","Aftph",3.63263133948841e-10,TRUE,-1.26799903638811,TRUE
"1426871_at","F-box protein 33","Fbxo33",9.44316817784412e-09,TRUE,-1.21478917168785,TRUE
"1426872_at","Fc fragment of IgG binding protein","Fcgbp",8.6143633118403e-08,TRUE,1.38225928313785,TRUE
"1426877_a_at","polybromo 1","Pbrm1",0.000172853333208225,TRUE,1.3585689751896,TRUE
"1426878_at","polybromo 1","Pbrm1",0.00974180686504856,TRUE,1.24322115466562,TRUE
"1426880_at","enhancer trap locus 4","Etl4",0.000573519494315884,TRUE,-1.39265956939527,TRUE
"1426881_at","ubiquitin protein ligase E3C","Ube3c",1.27485217413286e-06,TRUE,-1.0780667015448,TRUE
"1426882_at","ubiquitin protein ligase E3C","Ube3c",1.05073228155411e-07,TRUE,-1.17735313777478,TRUE
"1426883_at","solute carrier family 25, member 45","Slc25a45",6.28525248690612e-05,TRUE,1.78891531679439,TRUE
"1426884_at","required for meiotic nuclear division 5 homolog A (S. cerevisiae)","Rmnd5a",0.0014833282393898,TRUE,-1.08077345449887,TRUE
"1426886_at","ceroid-lipofuscinosis, neuronal 5","Cln5",0.00728805355861252,TRUE,1.57347983283639,TRUE
"1426890_a_at","RNA polymerase II associated protein 1","Rpap1",2.30643064353636e-08,TRUE,1.4161122181127,TRUE
"1426899_at","TBC1 domain family, member 23","Tbc1d23",1.2264974930867e-08,TRUE,-1.27944823749948,TRUE
"1426902_at","coenzyme Q6 homolog (yeast)","Coq6",6.00222453918175e-12,TRUE,3.594974398797,TRUE
"1426913_at","lanosterol synthase","Lss",0.000389022916984937,TRUE,-1.10537673510341,TRUE
"1426921_at","ATP-binding cassette, sub-family F (GCN20), member 1","Abcf1",0.0160830433895135,TRUE,1.63617810006933,TRUE
"1426922_s_at","ArfGAP with FG repeats 1","Agfg1",2.57059673543903e-09,TRUE,1.30928684826091,TRUE
"1426923_at","ArfGAP with FG repeats 1","Agfg1",5.33441126804197e-13,TRUE,3.43818814248898,TRUE
"1426926_at","phospholipase C, gamma 2","Plcg2",8.17636925655298e-08,TRUE,1.18487960270447,TRUE
"1426927_at","adaptor-related protein complex 3, beta 2 subunit","Ap3b2",0.0021478501598162,TRUE,1.35705628845714,TRUE
"1426928_at","coiled-coil domain containing 93","Ccdc93",2.72235999654946e-10,TRUE,2.96741714886132,TRUE
"1426931_s_at","DNA segment, Chr 19, Brigham & Women's Genetics 1357 expressed","D19Bwg1357e",6.56458302423673e-10,TRUE,1.29097721078135,TRUE
"1426932_at","DNA segment, Chr 19, Brigham & Women's Genetics 1357 expressed","D19Bwg1357e",1.81400380612939e-07,TRUE,1.05351562255654,TRUE
"1426933_at","oxidative-stress responsive 1","Oxsr1",0.00405780154286311,TRUE,1.40148655337937,TRUE
"1426936_at","RIKEN cDNA F630007L15 gene///predicted gene 6958///cDNA sequence BC005512","F630007L15Rik///Gm6958///BC005512",9.84577725957534e-05,TRUE,1.49097139780437,TRUE
"1426942_at","absent in melanoma 1","Aim1",2.81319987381557e-06,TRUE,1.48558819655345,TRUE
"1426943_at","integrator complex subunit 1","Ints1",1.76727242184504e-05,TRUE,1.37384082118907,TRUE
"1426944_at","F-box and WD-40 domain protein 8","Fbxw8",0.0104846818750225,TRUE,1.01332005707249,TRUE
"1426946_at","importin 5","Ipo5",1.8377329716504e-08,TRUE,-1.27801744560462,TRUE
"1426948_at","translocated promoter region","Tpr",5.7744360882069e-09,TRUE,-1.35672417319526,TRUE
"1426949_s_at","translocated promoter region","Tpr",1.14884434718602e-07,TRUE,-1.38054237271104,TRUE
"1426950_at","poly (ADP-ribose) polymerase family, member 16","Parp16",0.000483730510578505,TRUE,1.35924016253379,TRUE
"1426952_at","Rho GTPase activating protein 18","Arhgap18",7.14297530766181e-09,TRUE,-1.04446095499347,TRUE
"1426957_at","transformation related protein 53 binding protein 1","Trp53bp1",3.5328667875763e-10,TRUE,-1.410800030056,TRUE
"1426959_at","3-hydroxybutyrate dehydrogenase, type 1","Bdh1",2.23368077365593e-06,TRUE,-1.07995093051928,TRUE
"1426961_at","PHD finger protein 20","Phf20",7.99847656281763e-08,TRUE,1.65593968802648,TRUE
"1426963_at","phosphofurin acidic cluster sorting protein 2","Pacs2",0.0114390300698114,TRUE,-1.00461388995665,TRUE
"1426964_at","ABRA C-terminal like","Abracl",0.000179888174497464,TRUE,2.11194957631495,TRUE
"1426965_at","RAS related protein 2a","Rap2a",3.21689738863666e-07,TRUE,-1.07183486364104,TRUE
"1426967_at","axin 1","Axin1",4.44731809496907e-05,TRUE,-1.04306350511683,TRUE
"1426972_at","Sec24 related gene family, member D (S. cerevisiae)","Sec24d",2.35069043326264e-12,TRUE,-1.4603966874844,TRUE
"1426974_at","amplified in osteosarcoma","Os9",8.38429116397423e-10,TRUE,1.51491647326693,TRUE
"1426977_at","ubiquitin specific peptidase 47","Usp47",1.91991764622356e-10,TRUE,1.89868828703212,TRUE
"1426979_at","MLX interacting protein","Mlxip",2.32658852410011e-06,TRUE,-1.19825373510204,TRUE
"1426985_s_at","family with sequence similarity 76, member B","Fam76b",3.39633385691541e-09,TRUE,-1.05944814948764,TRUE
"1426989_at","calsyntenin 3","Clstn3",0.00644929551680802,TRUE,1.08755893571814,TRUE
"1426995_a_at","growth factor, erv1 (S. cerevisiae)-like (augmenter of liver regeneration)","Gfer",1.97534393814485e-13,TRUE,3.47403703545894,TRUE
"1426997_at","thyroid hormone receptor alpha","Thra",1.34391727901387e-10,TRUE,-1.27083048351121,TRUE
"1426999_at","zinc finger CCCH type containing 14","Zc3h14",3.59574842879298e-08,TRUE,-1.02554157743006,TRUE
"1427008_at","ring finger protein 43","Rnf43",5.60295162196448e-05,TRUE,2.9572658918251,TRUE
"1427011_a_at","LanC (bacterial lantibiotic synthetase component C)-like 1","Lancl1",1.1403252686805e-09,TRUE,4.14971268214937,TRUE
"1427013_at","carbonic anhydrase 9","Car9",3.79917946046546e-15,TRUE,3.22860901223811,TRUE
"1427016_at","RIKEN cDNA 4932438A13 gene","4932438A13Rik",8.44096403988865e-07,TRUE,1.1178147806159,TRUE
"1427022_at","DEAD (Asp-Glu-Ala-Asp) box polypeptide 42","Ddx42",2.25830492714464e-07,TRUE,1.80382225307689,TRUE
"1427025_at","myotubularin related protein 7","Mtmr7",4.34077338906942e-13,TRUE,2.31738219613548,TRUE
"1427037_at","eukaryotic translation initiation factor 4, gamma 1","Eif4g1",1.71052992929379e-05,TRUE,-1.36928042012988,TRUE
"1427040_at","MyoD family inhibitor domain containing","Mdfic",0.0161497703561855,TRUE,1.26956783739237,TRUE
"1427043_s_at","ecto-NOX disulfide-thiol exchanger 2","Enox2",5.73035377321477e-09,TRUE,1.7254275689967,TRUE
"1427051_at","tankyrase 1 binding protein 1","Tnks1bp1",0.000672121246518116,TRUE,-1.20101596074694,TRUE
"1427052_at","acetyl-Coenzyme A carboxylase beta","Acacb",1.1263830784475e-06,TRUE,3.82761533719637,TRUE
"1427058_at","eukaryotic translation initiation factor 4A1","Eif4a1",0.00394931357475743,TRUE,-1.07088173760936,TRUE
"1427060_at","mitogen-activated protein kinase 3","Mapk3",6.02206386679794e-09,TRUE,1.25684303209972,TRUE
"1427061_at","retinoblastoma binding protein 8","Rbbp8",5.56063127456582e-10,TRUE,-1.07101733223793,TRUE
"1427070_at","sorting nexin family member 21","Snx21",0.00217599061238404,TRUE,-1.03464468514207,TRUE
"1427077_a_at","adaptor-related protein complex 2, beta 1 subunit","Ap2b1",1.41364404522575e-09,TRUE,2.12712327853353,TRUE
"1427079_at","microtubule-associated protein, RP/EB family, member 3","Mapre3",0.00117705362656153,TRUE,-1.95561640881885,TRUE
